,Index,JSON Data,Date,City,Country,Latitude,Longitude,Temperature,Humidity,Clouds,Wind Speed
333,333,"{'coord': {'lon': 15.8066, 'lat': 9.3086}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 70.43, 'feels_like': 71.64, 'temp_min': 70.43, 'temp_max': 70.43, 'pressure': 1015, 'humidity': 95, 'sea_level': 1015, 'grnd_level': 972}, 'visibility': 10000, 'wind': {'speed': 3.04, 'deg': 277, 'gust': 3.94}, 'rain': {'1h': 0.22}, 'clouds': {'all': 100}, 'dt': 1660681726, 'sys': {'country': 'TD', 'sunrise': 1660625314, 'sunset': 1660670035}, 'timezone': 3600, 'id': 2430506, 'name': 'Kelo', 'cod': 200}",1660681726,Kelo,TD,9.3086,15.8066,70.43,95.0,100.0,3.04
334,334,"{'coord': {'lon': 42.1019, 'lat': 47.6461}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 84.29, 'feels_like': 82.35, 'temp_min': 84.29, 'temp_max': 84.29, 'pressure': 1008, 'humidity': 31, 'sea_level': 1008, 'grnd_level': 999}, 'visibility': 10000, 'wind': {'speed': 14.72, 'deg': 83, 'gust': 26.91}, 'clouds': {'all': 65}, 'dt': 1660681728, 'sys': {'country': 'RU', 'sunrise': 1660615698, 'sunset': 1660667030}, 'timezone': 10800, 'id': 480876, 'name': 'Tsimlyansk', 'cod': 200}",1660681728,Tsimlyansk,RU,47.6461,42.1019,84.29,31.0,65.0,14.72
335,335,"{'cod': '404', 'message': 'city not found'}",NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0
336,336,"{'coord': {'lon': -92.7, 'lat': 15.2833}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 85.86, 'feels_like': 94.71, 'temp_min': 85.86, 'temp_max': 85.86, 'pressure': 1011, 'humidity': 70, 'sea_level': 1011, 'grnd_level': 1008}, 'visibility': 10000, 'wind': {'speed': 3.89, 'deg': 184, 'gust': 3.47}, 'clouds': {'all': 97}, 'dt': 1660681731, 'sys': {'country': 'MX', 'sunrise': 1660650984, 'sunset': 1660696440}, 'timezone': -18000, 'id': 3533466, 'name': 'Acapetahua', 'cod': 200}",1660681731,Acapetahua,MX,15.2833,-92.7,85.86,70.0,97.0,3.89
337,337,"{'coord': {'lon': 140.3333, 'lat': -8.4667}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 72.75, 'feels_like': 73.87, 'temp_min': 72.75, 'temp_max': 72.75, 'pressure': 1012, 'humidity': 88, 'sea_level': 1012, 'grnd_level': 1011}, 'visibility': 10000, 'wind': {'speed': 9.33, 'deg': 115, 'gust': 15.57}, 'clouds': {'all': 9}, 'dt': 1660681505, 'sys': {'country': 'ID', 'sunrise': 1660682866, 'sunset': 1660725493}, 'timezone': 32400, 'id': 2082539, 'name': 'Merauke', 'cod': 200}",1660681505,Merauke,ID,-8.4667,140.3333,72.75,88.0,9.0,9.33
338,338,"{'coord': {'lon': 17.9442, 'lat': -33.0117}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 55.45, 'feels_like': 54.64, 'temp_min': 55.45, 'temp_max': 55.45, 'pressure': 1015, 'humidity': 84, 'sea_level': 1015, 'grnd_level': 1012}, 'visibility': 10000, 'wind': {'speed': 17.07, 'deg': 9, 'gust': 23.53}, 'clouds': {'all': 100}, 'dt': 1660681735, 'sys': {'type': 1, 'id': 1943, 'country': 'ZA', 'sunrise': 1660627512, 'sunset': 1660666810}, 'timezone': 7200, 'id': 3361934, 'name': 'Saldanha', 'cod': 200}",1660681735,Saldanha,ZA,-33.0117,17.9442,55.45,84.0,100.0,17.07
339,339,"{'coord': {'lon': -165.4064, 'lat': 64.5011}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 48.27, 'feels_like': 42.17, 'temp_min': 48.11, 'temp_max': 48.27, 'pressure': 1007, 'humidity': 57}, 'visibility': 10000, 'wind': {'speed': 16.11, 'deg': 10}, 'clouds': {'all': 0}, 'dt': 1660681736, 'sys': {'type': 1, 'id': 7770, 'country': 'US', 'sunrise': 1660661679, 'sunset': 1660720639}, 'timezone': -28800, 'id': 5870133, 'name': 'Nome', 'cod': 200}",1660681736,Nome,US,64.5011,-165.4064,48.27,57.0,0.0,16.11
340,340,"{'coord': {'lon': 80.5333, 'lat': 29.85}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 72.95, 'feels_like': 74.46, 'temp_min': 72.95, 'temp_max': 72.95, 'pressure': 1011, 'humidity': 96, 'sea_level': 1011, 'grnd_level': 883}, 'visibility': 10000, 'wind': {'speed': 0.4, 'deg': 156, 'gust': 1.01}, 'clouds': {'all': 89}, 'dt': 1660681738, 'sys': {'country': 'IN', 'sunrise': 1660694789, 'sunset': 1660742271}, 'timezone': 19800, 'id': 1272864, 'name': 'Dhārchula', 'cod': 200}",1660681738,Dhārchula,IN,29.85,80.5333,72.95,96.0,89.0,0.4
341,341,"{'cod': '404', 'message': 'city not found'}",NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0
342,342,"{'coord': {'lon': 103.7519, 'lat': 57.2639}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 47.77, 'feels_like': 45.16, 'temp_min': 47.77, 'temp_max': 47.77, 'pressure': 1005, 'humidity': 94, 'sea_level': 1005, 'grnd_level': 954}, 'visibility': 10000, 'wind': {'speed': 5.73, 'deg': 229, 'gust': 16.46}, 'clouds': {'all': 100}, 'dt': 1660681742, 'sys': {'country': 'RU', 'sunrise': 1660685672, 'sunset': 1660740244}, 'timezone': 28800, 'id': 2017378, 'name': 'Rudnogorsk', 'cod': 200}",1660681742,Rudnogorsk,RU,57.2639,103.7519,47.77,94.0,100.0,5.73
343,343,"{'coord': {'lon': 87.9833, 'lat': 65.8167}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 49.78, 'feels_like': 49.78, 'temp_min': 49.78, 'temp_max': 49.78, 'pressure': 1002, 'humidity': 95, 'sea_level': 1002, 'grnd_level': 997}, 'visibility': 10000, 'wind': {'speed': 2.86, 'deg': 316, 'gust': 3.13}, 'clouds': {'all': 65}, 'dt': 1660681744, 'sys': {'country': 'RU', 'sunrise': 1660686776, 'sunset': 1660746709}, 'timezone': 25200, 'id': 1488903, 'name': 'Turukhansk', 'cod': 200}",1660681744,Turukhansk,RU,65.8167,87.9833,49.78,95.0,65.0,2.86
344,344,"{'coord': {'lon': 121.9, 'lat': -33.8667}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 53.94, 'feels_like': 53.08, 'temp_min': 53.94, 'temp_max': 53.94, 'pressure': 1006, 'humidity': 86, 'sea_level': 1006, 'grnd_level': 1006}, 'visibility': 10000, 'wind': {'speed': 18.75, 'deg': 319, 'gust': 31.99}, 'clouds': {'all': 12}, 'dt': 1660681746, 'sys': {'country': 'AU', 'sunrise': 1660688987, 'sunset': 1660728220}, 'timezone': 28800, 'id': 2071860, 'name': 'Esperance', 'cod': 200}",1660681746,Esperance,AU,-33.8667,121.9,53.94,86.0,12.0,18.75
345,345,"{'coord': {'lon': 22.9573, 'lat': 37.9407}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 82.89, 'feels_like': 86.41, 'temp_min': 77.9, 'temp_max': 82.89, 'pressure': 1012, 'humidity': 63, 'sea_level': 1012, 'grnd_level': 1011}, 'visibility': 10000, 'wind': {'speed': 3.24, 'deg': 286, 'gust': 7.94}, 'clouds': {'all': 0}, 'dt': 1660681747, 'sys': {'type': 2, 'id': 2002027, 'country': 'GR', 'sunrise': 1660621448, 'sunset': 1660670468}, 'timezone': 10800, 'id': 259289, 'name': 'Corinth', 'cod': 200}",1660681747,Corinth,GR,37.9407,22.9573,82.89,63.0,0.0,3.24
346,346,"{'coord': {'lon': -98.85, 'lat': 17.8333}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 79.74, 'feels_like': 79.74, 'temp_min': 79.74, 'temp_max': 79.74, 'pressure': 1011, 'humidity': 52, 'sea_level': 1011, 'grnd_level': 872}, 'visibility': 10000, 'wind': {'speed': 1.23, 'deg': 275, 'gust': 3.51}, 'clouds': {'all': 94}, 'dt': 1660681749, 'sys': {'country': 'MX', 'sunrise': 1660652295, 'sunset': 1660698081}, 'timezone': -18000, 'id': 3522364, 'name': 'Olinalá', 'cod': 200}",1660681749,Olinalá,MX,17.8333,-98.85,79.74,52.0,94.0,1.23
347,347,"{'coord': {'lon': 116.8463, 'lat': -20.7377}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 71.17, 'feels_like': 72.27, 'temp_min': 71.17, 'temp_max': 71.17, 'pressure': 1014, 'humidity': 91, 'sea_level': 1014, 'grnd_level': 1012}, 'visibility': 10000, 'wind': {'speed': 7.96, 'deg': 224, 'gust': 11.86}, 'clouds': {'all': 8}, 'dt': 1660681751, 'sys': {'country': 'AU', 'sunrise': 1660689252, 'sunset': 1660730380}, 'timezone': 28800, 'id': 6620339, 'name': 'Karratha', 'cod': 200}",1660681751,Karratha,AU,-20.7377,116.8463,71.17,91.0,8.0,7.96
348,348,"{'coord': {'lon': 86.5833, 'lat': 67.4667}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 52.27, 'feels_like': 51.62, 'temp_min': 52.27, 'temp_max': 52.27, 'pressure': 1002, 'humidity': 94, 'sea_level': 1002, 'grnd_level': 1000}, 'visibility': 10000, 'wind': {'speed': 8.34, 'deg': 357, 'gust': 16.11}, 'rain': {'1h': 0.13}, 'clouds': {'all': 97}, 'dt': 1660681753, 'sys': {'country': 'RU', 'sunrise': 1660686315, 'sunset': 1660747841}, 'timezone': 25200, 'id': 1505991, 'name': 'Igarka', 'cod': 200}",1660681753,Igarka,RU,67.4667,86.5833,52.27,94.0,97.0,8.34
349,349,"{'coord': {'lon': -10.0711, 'lat': 20.5022}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 103.86, 'feels_like': 99.84, 'temp_min': 103.86, 'temp_max': 103.86, 'pressure': 1004, 'humidity': 14, 'sea_level': 1004, 'grnd_level': 962}, 'visibility': 10000, 'wind': {'speed': 6.4, 'deg': 180, 'gust': 8.41}, 'clouds': {'all': 32}, 'dt': 1660681755, 'sys': {'country': 'MR', 'sunrise': 1660630804, 'sunset': 1660676963}, 'timezone': 0, 'id': 2381972, 'name': 'Adrar', 'cod': 200}",1660681755,Adrar,MR,20.5022,-10.0711,103.86,14.0,32.0,6.4
350,350,"{'coord': {'lon': -77.4667, 'lat': -8.8333}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 64.78, 'feels_like': 62.65, 'temp_min': 64.78, 'temp_max': 64.78, 'pressure': 1010, 'humidity': 36, 'sea_level': 1010, 'grnd_level': 699}, 'visibility': 10000, 'wind': {'speed': 5.79, 'deg': 23, 'gust': 3.98}, 'clouds': {'all': 24}, 'dt': 1660681757, 'sys': {'country': 'PE', 'sunrise': 1660648770, 'sunset': 1660691344}, 'timezone': -18000, 'id': 3693468, 'name': 'Pomabamba', 'cod': 200}",1660681757,Pomabamba,PE,-8.8333,-77.4667,64.78,36.0,24.0,5.79
351,351,"{'coord': {'lon': 98.7792, 'lat': 1.7427}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 76.08, 'feels_like': 77.2, 'temp_min': 76.08, 'temp_max': 76.08, 'pressure': 1010, 'humidity': 81, 'sea_level': 1010, 'grnd_level': 1009}, 'visibility': 10000, 'wind': {'speed': 3.4, 'deg': 41, 'gust': 3.06}, 'clouds': {'all': 95}, 'dt': 1660681759, 'sys': {'country': 'ID', 'sunrise': 1660692246, 'sunset': 1660736057}, 'timezone': 25200, 'id': 1213855, 'name': 'Sibolga', 'cod': 200}",1660681759,Sibolga,ID,1.7427,98.7792,76.08,81.0,95.0,3.4
352,352,"{'coord': {'lon': -68.2667, 'lat': 12.15}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 89.58, 'feels_like': 99.81, 'temp_min': 89.58, 'temp_max': 89.58, 'pressure': 1011, 'humidity': 62}, 'visibility': 10000, 'wind': {'speed': 18.41, 'deg': 90}, 'clouds': {'all': 40}, 'dt': 1660681760, 'sys': {'type': 1, 'id': 8794, 'country': 'BQ', 'sunrise': 1660645317, 'sunset': 1660690381}, 'timezone': -14400, 'id': 3513563, 'name': 'Kralendijk', 'cod': 200}",1660681760,Kralendijk,BQ,12.15,-68.2667,89.58,62.0,40.0,18.41
353,353,"{'coord': {'lon': -137.5108, 'lat': 60.7522}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 58.95, 'feels_like': 57.27, 'temp_min': 58.95, 'temp_max': 58.95, 'pressure': 1014, 'humidity': 58}, 'visibility': 10000, 'wind': {'speed': 4.61, 'deg': 270}, 'clouds': {'all': 100}, 'dt': 1660681762, 'sys': {'type': 1, 'id': 287, 'country': 'CA', 'sunrise': 1660656236, 'sunset': 1660712695}, 'timezone': -25200, 'id': 5969025, 'name': 'Haines Junction', 'cod': 200}",1660681762,Haines Junction,CA,60.7522,-137.5108,58.95,58.0,100.0,4.61
354,354,"{'cod': '404', 'message': 'city not found'}",NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0
355,355,"{'coord': {'lon': 179.3167, 'lat': 63.05}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 45.39, 'feels_like': 39.27, 'temp_min': 45.39, 'temp_max': 45.39, 'pressure': 1014, 'humidity': 65, 'sea_level': 1014, 'grnd_level': 1012}, 'visibility': 10000, 'wind': {'speed': 13.13, 'deg': 91, 'gust': 13.98}, 'clouds': {'all': 100}, 'dt': 1660681766, 'sys': {'country': 'RU', 'sunrise': 1660665889, 'sunset': 1660723761}, 'timezone': 43200, 'id': 2126710, 'name': 'Beringovskiy', 'cod': 200}",1660681766,Beringovskiy,RU,63.05,179.3167,45.39,65.0,100.0,13.13
356,356,"{'coord': {'lon': -156.47, 'lat': 20.8947}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 87.82, 'feels_like': 90.05, 'temp_min': 87.82, 'temp_max': 87.82, 'pressure': 1016, 'humidity': 48}, 'visibility': 10000, 'wind': {'speed': 8.05, 'deg': 340}, 'clouds': {'all': 20}, 'dt': 1660681768, 'sys': {'type': 1, 'id': 7879, 'country': 'US', 'sunrise': 1660665921, 'sunset': 1660712109}, 'timezone': -36000, 'id': 5847411, 'name': 'Kahului', 'cod': 200}",1660681768,Kahului,US,20.8947,-156.47,87.82,48.0,20.0,8.05
357,357,"{'cod': '404', 'message': 'city not found'}",NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0
358,358,"{'coord': {'lon': 41.2971, 'lat': 55.0033}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 66.02, 'feels_like': 64.96, 'temp_min': 66.02, 'temp_max': 66.02, 'pressure': 1022, 'humidity': 56, 'sea_level': 1022, 'grnd_level': 1007}, 'visibility': 10000, 'wind': {'speed': 7.05, 'deg': 96, 'gust': 23.98}, 'clouds': {'all': 77}, 'dt': 1660681771, 'sys': {'country': 'RU', 'sunrise': 1660614648, 'sunset': 1660668466}, 'timezone': 10800, 'id': 485206, 'name': 'Syntul', 'cod': 200}",1660681771,Syntul,RU,55.0033,41.2971,66.02,56.0,77.0,7.05
359,359,"{'coord': {'lon': -17.9182, 'lat': 28.6585}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 71.13, 'feels_like': 72.27, 'temp_min': 71.13, 'temp_max': 71.35, 'pressure': 1015, 'humidity': 92}, 'visibility': 10000, 'wind': {'speed': 16.11, 'deg': 30}, 'clouds': {'all': 40}, 'dt': 1660681773, 'sys': {'type': 2, 'id': 2002582, 'country': 'ES', 'sunrise': 1660632088, 'sunset': 1660679446}, 'timezone': 3600, 'id': 2514651, 'name': 'Los Llanos de Aridane', 'cod': 200}",1660681773,Los Llanos de Aridane,ES,28.6585,-17.9182,71.13,92.0,40.0,16.11
360,360,"{'coord': {'lon': 100.3543, 'lat': -0.9492}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 77.11, 'feels_like': 78.57, 'temp_min': 77.11, 'temp_max': 77.11, 'pressure': 1010, 'humidity': 86, 'sea_level': 1010, 'grnd_level': 1010}, 'visibility': 10000, 'wind': {'speed': 3.67, 'deg': 75, 'gust': 3.22}, 'clouds': {'all': 92}, 'dt': 1660681775, 'sys': {'country': 'ID', 'sunrise': 1660692023, 'sunset': 1660735524}, 'timezone': 25200, 'id': 1633419, 'name': 'Padang', 'cod': 200}",1660681775,Padang,ID,-0.9492,100.3543,77.11,86.0,92.0,3.67
361,361,"{'coord': {'lon': 20.2263, 'lat': 30.7554}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 84.69, 'feels_like': 84.54, 'temp_min': 84.69, 'temp_max': 84.69, 'pressure': 1013, 'humidity': 43, 'sea_level': 1013, 'grnd_level': 1013}, 'visibility': 10000, 'wind': {'speed': 11.21, 'deg': 353, 'gust': 17.4}, 'clouds': {'all': 0}, 'dt': 1660681777, 'sys': {'country': 'LY', 'sunrise': 1660622759, 'sunset': 1660670468}, 'timezone': 7200, 'id': 89113, 'name': 'Ajdabiya', 'cod': 200}",1660681777,Ajdabiya,LY,30.7554,20.2263,84.69,43.0,0.0,11.21
362,362,"{'coord': {'lon': -67.1541, 'lat': 18.4275}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 81.79, 'feels_like': 86.68, 'temp_min': 79.56, 'temp_max': 82.51, 'pressure': 1015, 'humidity': 73}, 'visibility': 10000, 'wind': {'speed': 0, 'deg': 0}, 'rain': {'1h': 1.33}, 'clouds': {'all': 75}, 'dt': 1660681779, 'sys': {'type': 2, 'id': 2075104, 'country': 'PR', 'sunrise': 1660644647, 'sunset': 1660690517}, 'timezone': -14400, 'id': 4562506, 'name': 'Aguadilla', 'cod': 200}",1660681779,Aguadilla,PR,18.4275,-67.1541,81.79,73.0,75.0,0.0
363,363,"{'cod': '404', 'message': 'city not found'}",NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0
364,364,"{'coord': {'lon': -102.2, 'lat': 17.9583}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 87.17, 'feels_like': 94.26, 'temp_min': 87.17, 'temp_max': 87.17, 'pressure': 1010, 'humidity': 62, 'sea_level': 1010, 'grnd_level': 1009}, 'visibility': 10000, 'wind': {'speed': 9.15, 'deg': 181, 'gust': 7.47}, 'clouds': {'all': 97}, 'dt': 1660681782, 'sys': {'country': 'MX', 'sunrise': 1660653091, 'sunset': 1660698893}, 'timezone': -18000, 'id': 4026082, 'name': 'Lázaro Cárdenas', 'cod': 200}",1660681782,Lázaro Cárdenas,MX,17.9583,-102.2,87.17,62.0,97.0,9.15
365,365,"{'coord': {'lon': -124.8028, 'lat': 49.2413}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 81.95, 'feels_like': 82.15, 'temp_min': 71.44, 'temp_max': 83.79, 'pressure': 1017, 'humidity': 46}, 'visibility': 10000, 'wind': {'speed': 3, 'deg': 180, 'gust': 5.99}, 'clouds': {'all': 0}, 'dt': 1660681784, 'sys': {'type': 2, 'id': 20469, 'country': 'CA', 'sunrise': 1660655561, 'sunset': 1660707270}, 'timezone': -25200, 'id': 6111632, 'name': 'Port Alberni', 'cod': 200}",1660681784,Port Alberni,CA,49.2413,-124.8028,81.95,46.0,0.0,3.0
366,366,"{'coord': {'lon': 51.6541, 'lat': 29.6195}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 92.03, 'feels_like': 88.63, 'temp_min': 92.03, 'temp_max': 92.03, 'pressure': 1004, 'humidity': 22, 'sea_level': 1004, 'grnd_level': 914}, 'visibility': 10000, 'wind': {'speed': 4.52, 'deg': 22, 'gust': 5.23}, 'clouds': {'all': 2}, 'dt': 1660681786, 'sys': {'country': 'IR', 'sunrise': 1660701742, 'sunset': 1660749178}, 'timezone': 16200, 'id': 128321, 'name': 'Kāzerūn', 'cod': 200}",1660681786,Kāzerūn,IR,29.6195,51.6541,92.03,22.0,2.0,4.52
367,367,"{'coord': {'lon': -22.4338, 'lat': 63.8424}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 50.47, 'feels_like': 49.3, 'temp_min': 50.47, 'temp_max': 51.75, 'pressure': 1013, 'humidity': 87}, 'visibility': 10000, 'wind': {'speed': 16.11, 'deg': 130}, 'clouds': {'all': 75}, 'dt': 1660681788, 'sys': {'type': 1, 'id': 90, 'country': 'IS', 'sunrise': 1660627545, 'sunset': 1660686156}, 'timezone': 0, 'id': 3416888, 'name': 'Grindavik', 'cod': 200}",1660681788,Grindavik,IS,63.8424,-22.4338,50.47,87.0,75.0,16.11
368,368,"{'coord': {'lon': 11.2373, 'lat': 64.8621}, 'weather': [{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}], 'base': 'stations', 'main': {'temp': 59.11, 'feels_like': 59.41, 'temp_min': 59.11, 'temp_max': 66.18, 'pressure': 1003, 'humidity': 100}, 'visibility': 7000, 'wind': {'speed': 11.5, 'deg': 20}, 'rain': {'1h': 0.15}, 'clouds': {'all': 75}, 'dt': 1660681789, 'sys': {'type': 1, 'id': 1653, 'country': 'NO', 'sunrise': 1660619045, 'sunset': 1660678496}, 'timezone': 7200, 'id': 3141310, 'name': 'Rørvik', 'cod': 200}",1660681789,Rørvik,NO,64.8621,11.2373,59.11,100.0,75.0,11.5
369,369,"{'coord': {'lon': 75.4507, 'lat': 63.1994}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 45.59, 'feels_like': 39.29, 'temp_min': 45.59, 'temp_max': 45.59, 'pressure': 1012, 'humidity': 83, 'sea_level': 1012, 'grnd_level': 998}, 'visibility': 10000, 'wind': {'speed': 13.91, 'deg': 336, 'gust': 25.64}, 'clouds': {'all': 100}, 'dt': 1660681791, 'sys': {'country': 'RU', 'sunrise': 1660690815, 'sunset': 1660748684}, 'timezone': 18000, 'id': 1496503, 'name': 'Noyabrsk', 'cod': 200}",1660681791,Noyabrsk,RU,63.1994,75.4507,45.59,83.0,100.0,13.91
370,370,"{'coord': {'lon': -120.3602, 'lat': 36.1397}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 98.85, 'feels_like': 93.69, 'temp_min': 98.85, 'temp_max': 98.85, 'pressure': 1008, 'humidity': 10, 'sea_level': 1008, 'grnd_level': 986}, 'visibility': 10000, 'wind': {'speed': 3.4, 'deg': 57, 'gust': 3.87}, 'clouds': {'all': 0}, 'dt': 1660681793, 'sys': {'type': 1, 'id': 5097, 'country': 'US', 'sunrise': 1660656040, 'sunset': 1660704659}, 'timezone': -25200, 'id': 5338196, 'name': 'Coalinga', 'cod': 200}",1660681793,Coalinga,US,36.1397,-120.3602,98.85,10.0,0.0,3.4
371,371,"{'coord': {'lon': 14.405, 'lat': 67.28}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 64.44, 'feels_like': 64.72, 'temp_min': 64.44, 'temp_max': 65.95, 'pressure': 1004, 'humidity': 88}, 'visibility': 10000, 'wind': {'speed': 3.44, 'deg': 80}, 'clouds': {'all': 0}, 'dt': 1660681795, 'sys': {'type': 1, 'id': 1615, 'country': 'NO', 'sunrise': 1660617149, 'sunset': 1660678872}, 'timezone': 7200, 'id': 3160881, 'name': 'Bodø', 'cod': 200}",1660681795,Bodø,NO,67.28,14.405,64.44,88.0,0.0,3.44
372,372,"{'coord': {'lon': 3.2108, 'lat': 9.9401}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 70.63, 'feels_like': 71.91, 'temp_min': 70.63, 'temp_max': 70.63, 'pressure': 1014, 'humidity': 96, 'sea_level': 1014, 'grnd_level': 968}, 'visibility': 10000, 'wind': {'speed': 5.99, 'deg': 205, 'gust': 20.47}, 'rain': {'1h': 0.12}, 'clouds': {'all': 93}, 'dt': 1660681797, 'sys': {'country': 'BJ', 'sunrise': 1660628298, 'sunset': 1660673095}, 'timezone': 3600, 'id': 2392505, 'name': 'Nikki', 'cod': 200}",1660681797,Nikki,BJ,9.9401,3.2108,70.63,96.0,93.0,5.99
373,373,"{'coord': {'lon': 135.4706, 'lat': 34.8269}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 77.11, 'feels_like': 78.98, 'temp_min': 73.83, 'temp_max': 79.83, 'pressure': 1008, 'humidity': 95}, 'visibility': 10000, 'wind': {'speed': 1.14, 'deg': 0}, 'clouds': {'all': 75}, 'dt': 1660681799, 'sys': {'type': 1, 'id': 8032, 'country': 'JP', 'sunrise': 1660681175, 'sunset': 1660729518}, 'timezone': 32400, 'id': 1857046, 'name': 'Minoh', 'cod': 200}",1660681799,Minoh,JP,34.8269,135.4706,77.11,95.0,75.0,1.14
